1000 8000
646 939 322
647 958 612
647 954 11
647 944 149
647 653 187
647 729 864
648 701 962
648 745 49
648 884 79
648 773 989
648 906 693
648 784 238
648 947 558
648 806 65
648 925 774
649 781 762
649 949 674
649 827 869
650 862 866
650 818 267
650 839 935
651 714 416
651 730 4
651 809 910
651 826 514
651 778 533
651 732 459
652 725 432
652 835 262
652 889 19
653 808 53
653 995 562
653 682 169
653 858 564
653 746 565
653 728 86
654 872 998
654 720 709
654 762 277
654 948 240
654 938 634
654 776 45
655 983 764
655 873 208
655 736 465
655 735 202
655 925 178
655 696 694
656 717 206
656 700 738
656 684 740
656 832 429
657 938 648
657 790 106
657 764 468
657 945 805
657 686 729
657 835 613
657 939 711
657 689 415
658 945 242
658 730 172
658 984 806
658 768 431
658 937 353
658 800 23
659 775 114
659 796 65
659 786 204
659 761 463
660 960 170
660 762 99
660 746 313
660 940 487
661 906 955
661 882 37
661 678 924
661 733 569
661 880 923
661 819 677
661 679 74
661 926 188
661 936 277
661 751 656
662 814 64
662 879 515
662 756 849
662 896 846
662 807 769
662 838 925
662 824 363
662 894 720
662 928 801
662 749 896
663 754 785
663 870 97
663 833 350
663 852 851
664 687 791
664 666 351
664 855 915
664 696 822
664 838 832
664 675 554
664 809 155
664 878 877
664 809 484
665 795 577
665 893 594
665 709 362
666 803 563
666 794 49
666 743 6
666 715 292
666 792 610
667 974 391
667 777 428
667 892 842
667 915 323
668 675 210
668 761 490
668 845 660
668 972 251
669 813 204
669 839 707
669 825 249
669 948 196
669 970 965
669 761 918
669 784 32
670 682 128
670 737 391
671 881 834
671 860 657
671 703 261
672 767 382
673 697 690
673 721 212
673 971 335
673 697 109
674 925 912
674 689 493
674 850 333
674 970 138
674 860 946
674 838 975
674 841 274
675 915 613
675 737 627
675 859 70
675 823 790
675 827 476
675 828 768
675 707 795
676 696 912
676 734 790
676 696 586
676 879 941
676 695 503
676 962 505
676 920 404
676 799 415
677 694 307
677 798 862
677 766 397
678 808 54
678 747 68
678 739 79
678 741 102
679 882 698
680 860 350
680 714 944
681 992 363
681 861 700
681 701 534
681 897 798
681 876 655
681 740 311
681 809 571
682 972 180
682 912 492
682 744 711
682 804 836
682 821 77
682 920 212
682 699 750
682 830 406
682 830 893
682 993 435
682 801 291
682 892 419
683 940 782
683 704 885
683 891 413
683 721 620
683 765 462
683 839 68
683 897 720
683 995 817
684 806 788
684 790 60
684 756 468
684 806 162
684 943 917
684 772 98
685 740 326
685 796 967
685 755 913
685 905 454
685 912 42
685 755 557
685 719 142
686 947 212
686 972 938
686 807 953
686 858 785
686 776 849
686 905 848
687 979 586
687 989 791
687 698 235
687 878 324
687 870 406
687 725 596
687 915 254
687 875 627
687 799 218
687 744 881
688 936 133
688 733 300
688 761 770
689 814 319
689 839 81
689 948 977
690 797 115
690 750 437
690 810 375
690 1000 47
691 910 592
691 931 923
691 877 512
691 729 325
691 948 697
692 893 771
692 848 654
692 846 216
692 741 493
692 876 580
692 920 881
693 838 899
693 738 90
693 834 388
693 713 657
694 739 191
694 937 549
694 946 351
694 872 314
694 884 855
694 895 738
695 929 721
695 967 40
695 953 371
695 736 780
695 858 582
696 836 17
696 968 206
696 738 527
696 975 457
697 913 141
697 813 210
697 728 647
698 986 586
698 758 761
698 814 538
699 988 89
699 808 595
700 713 526
700 903 415
700 842 499
700 862 2
700 856 305
701 896 853
701 705 728
701 844 688
702 715 51
702 890 194
702 822 493
703 848 896
703 723 340
703 988 885
703 878 612
704 813 604
704 991 535
704 887 372
704 874 586
705 999 567
705 808 44
705 742 9
706 904 779
706 930 981
706 801 918
706 714 786
706 741 398
707 820 966
707 898 968
707 852 267
708 881 857
708 907 296
709 757 83
709 906 188
709 762 491
709 1000 409
710 745 299
710 869 701
710 928 166
711 795 921
711 773 945
711 968 253
711 995 844
712 975 548
712 796 286
713 765 207
713 797 770
713 714 144
713 995 441
713 973 9
713 987 628
714 740 679
714 906 485
714 740 233
714 910 189
714 797 409
714 960 292
715 936 208
715 792 998
715 768 75
716 737 314
717 979 106
717 891 132
717 921 113
718 890 565
719 760 123
719 833 270
719 895 76
720 748 480
720 960 673
720 872 335
720 868 479
720 846 79
721 878 599
721 815 780
721 877 793
722 732 190
722 964 126
722 985 907
722 895 948
723 763 380
723 812 228
723 998 2
723 776 987
723 924 284
723 971 70
723 780 561
723 828 784
724 940 838
725 840 21
725 776 915
726 739 941
726 816 999
726 739 849
726 843 281
726 932 560
726 786 44
726 806 954
726 771 405
726 978 504
726 921 258
726 878 937
727 904 737
727 925 58
727 900 105
727 966 359
727 941 740
727 851 878
727 909 416
727 738 90
727 868 519
727 856 989
728 756 899
728 993 928
728 992 536
728 825 53
728 787 956
728 826 967
728 871 945
729 782 235
730 866 766
730 886 783
730 906 780
730 736 647
730 833 76
731 863 255
731 840 391
732 745 17
732 928 64
732 741 387
732 862 587
732 770 626
732 798 475
732 745 642
732 833 882
733 758 29
733 756 185
733 870 174
733 761 606
734 873 1
734 840 420
735 758 455
735 934 272
736 748 813
736 800 196
736 841 299
736 948 500
736 919 952
736 763 203
736 911 51
736 968 373
737 998 281
737 755 481
737 812 738
737 815 793
738 916 486
738 801 533
738 832 36
739 887 787
739 945 442
740 812 591
740 785 788
740 900 849
740 994 578
740 985 378
741 929 543
741 957 705
741 804 831
741 787 730
742 868 424
742 744 240
742 760 156
742 854 469
744 874 553
744 827 489
745 813 683
745 950 56
745 945 252
745 878 372
745 766 423
746 816 469
746 906 420
746 918 459
746 910 226
746 860 859
746 765 199
747 804 374
748 950 133
748 868 354
748 875 67
749 778 941
750 790 404
751 890 394
752 898 573
752 817 588
752 983 109
752 862 190
753 987 38
753 934 720
753 982 808
754 940 888
754 789 270
754 876 727
754 874 293
754 976 218
754 851 504
754 950 5
754 936 404
754 878 416
755 995 880
755 964 39
755 963 640
755 788 194
755 971 568
755 901 586
755 881 165
756 932 171
756 859 925
756 896 222
756 781 407
756 903 133
756 786 701
756 839 73
757 940 913
757 959 314
757 824 851
757 975 342
757 910 622
757 995 360
757 950 737
758 957 522
758 829 527
758 996 867
758 851 967
759 802 155
759 901 835
760 796 873
760 811 451
760 844 740
760 873 666
761 787 273
761 941 117
761 886 955
762 929 853
762 789 434
762 909 841
762 816 622
763 926 98
763 859 821
763 768 915
764 847 369
764 849 990
764 844 692
764 947 571
764 871 443
764 837 364
764 998 376
765 963 663
765 855 929
766 969 446
766 914 782
766 913 350
766 840 670
766 858 897
766 939 408
767 790 319
767 892 511
767 861 87
767 849 597
768 971 760
768 985 519
768 932 339
769 846 237
769 936 860
769 822 50
770 852 545
770 930 402
770 991 227
770 795 75
770 889 29
771 955 797
771 959 468
772 803 69
772 903 37
772 929 386
773 986 273
773 981 845
773 955 631
773 943 563
774 958 432
774 825 184
774 998 90
775 946 773
775 843 70
775 999 497
775 850 36
775 885 267
776 990 652
776 964 903
776 931 71
776 781 861
776 817 101
776 948 670
776 822 993
777 915 5
778 820 99
779 884 378
780 985 719
780 945 860
780 985 866
780 840 820
781 910 304
781 998 489
781 842 319
782 941 267
782 929 912
782 904 572
783 868 853
783 886 80
784 874 321
784 915 641
784 965 927
784 904 297
784 871 158
785 974 377
785 936 896
785 813 322
786 807 108
786 864 787
786 966 936
786 893 519
786 836 604
786 872 968
786 934 427
787 910 219
787 940 26
787 796 267
787 923 375
788 873 297
789 842 219
789 976 136
789 826 25
789 865 247
790 995 686
790 971 197
790 975 905
791 960 808
792 906 723
792 951 412
792 988 244
793 993 306
793 822 312
793 897 239
794 979 854
794 800 65
794 910 867
794 998 119
795 928 693
795 810 0
795 858 310
795 966 615
795 875 6
795 959 394
795 878 969
795 844 144
795 991 743
796 976 440
796 920 511
796 884 300
797 882 502
797 970 315
797 878 955
797 882 864
798 994 987
798 839 504
798 922 995
798 965 666
798 811 999
798 848 517
798 811 568
799 912 9
799 894 250
799 974 481
800 811 16
800 983 2
800 999 309
801 937 457
801 941 581
802 964 719
802 814 997
802 906 476
803 830 648
803 935 257
803 867 547
803 809 891
804 924 141
805 826 117
805 968 385
805 975 138
806 999 781
806 938 584
807 958 882
807 979 113
807 871 99
807 937 285
807 837 723
807 906 949
808 865 912
809 1000 678
809 821 436
809 922 17
810 849 327
810 936 464
810 965 724
810 822 324
810 910 649
810 925 865
811 880 262
811 829 9
811 885 497
811 919 280
812 903 616
812 893 250
812 952 850
813 896 117
813 859 492
813 897 278
813 954 858
813 962 715
813 920 266
813 948 980
814 848 238
814 937 330
814 1000 837
814 818 110
815 967 358
815 929 792
815 873 707
815 899 439
816 870 15
817 858 422
817 880 201
818 944 151
819 945 987
819 838 38
819 849 248
820 964 247
820 920 560
821 956 33
821 993 308
821 946 292
821 865 461
822 962 850
822 843 11
823 957 964
823 967 981
823 880 64
823 976 70
824 845 862
824 838 207
825 843 665
825 998 341
825 996 905
825 980 826
826 965 32
826 933 697
826 892 108
826 926 951
826 862 850
827 921 895
827 871 866
827 962 947
828 918 7
828 830 99
828 832 719
828 884 603
829 900 712
829 901 11
829 944 519
830 917 853
830 840 246
830 974 159
831 992 904
831 963 255
831 893 256
831 908 134
831 885 67
832 976 745
832 889 432
832 948 359
832 938 604
833 977 983
833 867 158
833 878 593
833 997 265
833 943 134
834 960 69
834 898 337
834 893 387
834 851 499
835 917 490
836 846 507
836 953 641
837 878 35
837 871 535
838 888 944
838 852 2
838 858 74
838 839 76
838 972 29
838 847 93
839 840 841
839 997 221
839 848 224
839 924 788
839 895 631
839 973 716
840 859 174
840 968 787
841 882 245
841 980 125
841 892 720
841 922 655
842 947 624
842 964 703
842 992 832
843 890 502
843 847 688
843 953 581
844 977 1
844 959 77
846 890 547
846 963 887
846 940 280
846 969 766
847 969 801
847 852 972
847 875 511
847 888 566
847 975 630
847 854 36
848 962 420
849 929 291
849 934 69
849 944 269
849 913 51
850 982 570
850 867 141
851 947 962
851 983 6
851 890 639
851 1000 219
852 1000 407
852 961 311
853 897 387
853 889 911
853 868 370
853 875 958
853 910 28
854 962 75
854 985 487
854 967 95
854 895 377
854 877 542
854 998 859
854 921 181
855 994 465
856 977 713
856 913 583
856 960 876
856 884 281
858 947 628
858 886 627
858 863 320
859 862 609
859 881 253
859 952 950
859 915 113
859 936 643
860 863 443
860 988 54
860 871 541
860 898 150
860 876 109
861 944 362
862 953 173
862 900 455
862 953 790
863 918 319
863 879 728
863 949 848
863 892 612
864 882 643
864 974 208
864 928 355
865 957 647
865 930 896
866 927 763
867 911 821
868 936 130
868 981 896
869 963 995
869 931 363
869 876 490
870 936 240
870 902 300
870 947 374
871 965 779
871 929 261
875 997 186
875 889 286
875 1000 330
875 958 307
875 897 245
876 907 884
876 957 463
877 928 283
877 901 219
878 937 366
879 880 756
880 973 340
881 968 250
881 929 97
882 885 145
882 920 37
882 892 703
882 963 302
882 983 730
882 943 890
883 985 8
883 987 551
884 958 974
884 902 969
885 955 303
885 886 764
886 940 322
888 931 327
888 950 486
889 910 167
889 964 606
890 965 796
891 975 318
892 949 840
892 988 982
893 927 841
893 971 373
893 969 748
894 933 81
894 949 26
895 937 756
896 956 910
897 978 191
897 925 954
898 918 846
898 983 922
899 914 259
899 902 96
900 967 346
900 959 809
901 979 463
902 963 514
903 986 763
903 982 949
903 970 837
903 921 940
903 946 73
906 971 172
907 950 242
907 953 187
907 978 347
908 948 437
909 987 649
909 962 454
909 1000 824
910 920 620
912 950 250
913 962 827
915 964 161
915 964 162
916 920 748
916 983 210
917 967 592
918 998 130
919 962 808
920 965 590
921 927 791
921 991 361
922 985 564
922 927 919
923 974 897
926 977 147
927 983 404
927 957 29
928 938 894
928 958 455
930 967 757
931 955 895
932 965 313
933 943 372
934 985 234
934 939 601
935 938 109
936 985 92
937 954 799
938 989 466
940 981 697
941 962 705
944 996 611
946 956 624
946 948 974
947 967 849
948 978 347
949 968 986
950 958 308
951 973 775
951 998 545
952 982 506
953 963 225
955 961 270
955 994 59
956 966 648
959 983 720
962 998 834
964 993 845
967 974 284
968 976 226
975 997 563
976 982 38
978 997 719
990 1000 485
993 994 226
